Project Name,Organization,Station Name,Station #,Station Status,Water Body Id,Water Code,River,Description,Station Type,Aquatic Model Index,RW Watershed,Quadi,Township,Range,Section,Quarter Section,Grid,StationQuad,Wqcc Watershed,HydroUnit,Eco Region,Elevation,Watershed Report,Longitude,Latitude,WS Report,WS Report Data,Utmx,Utmy,County,State,Near City,Region,USGS/DWR Gauge,Gauge Id,State Engineering,Comments
2015 USFS,San Miguel Watershed Coalition (126),Abv Carbonero Tailings,4165,Active,COGUSM07,"SAN MIGUEL R, HOWARDS FK - SAN MIGUEL R #4, S/Telluride",Howards Fk,"From Telluride head to Ophir, on Ophir Rd- go on up to pass, Rd E of E Ophir about 1/4 mi, to Carbonero Tailings access Rd, bushwak from powerline to river","Chemical, Physical",DO0666,DO,,42N,9W,Howards Fk,,G7,Ophir,San Miguel,14030003,S Rockies High Elevation Tundra,9887,San Miguel Dolores Tribs,-107.818,37.8565,,,252084,4193635,San Miguel,Colorado,Ophir,13N,No,,No,
2015 USFS,San Miguel Watershed Coalition (126),Abv Carribeau Tails,4166,Active,COGUSM07,"SAN MIGUEL R, HOWARDS FK - SAN MIGUEL R #4, S/Telluride",Howards Fk,"From Telluride head to Ophir, just before Ophir, about 1 mi before, stream is there, sample upstram from ford","Chemical, Physical",DO1041,DO,,42N,9W,Howards Fk,,G7,Ophir,San Miguel,14030003,S Rockies High Elevation Tundra,9494,San Miguel Dolores Tribs,-107.846,37.858,,,249620,4193874,San Miguel,Colorado,Ophir,13N,No,,No,
DOW,CPW (0),Hwy 141,4167,NonActive,COGUSM12B,"ATKINSON CREEK - SAN MIGUEL R #1, NW of Uravan",Atkinson Cr,,Chemical,DO0316,DO,,48N,17W,Atkinson Cr,NWSW,C5,Nucla,Dolores,14030003,S Rockies Warm and Dry Forests of the Middle to Lo,4959,San Miguel Dolores Tribs,-108.7577,38.3867,,,171772,4255416,Montrose,Colorado,Naturita,13N,No,,No,"AQ Index <400 Feet
3/24/16 - BS moved fr WBID COSJDO03."
DOW Lori Martin Water Project,CPW (0),Mesa,4168,NonActive,COGULD05,MESA CR - DOLORES R to N FK MESA+MOON CR,Mesa Cr,,Chemical,,DO,,48N,18W,Mesa Cr,SESE,D7,Red Canyon,Dolores,14030002,CO Plateaus Desert Shrublands,4807,San Miguel Dolores Tribs,-108.8346,38.4412,,,165303,4261738,Montrose,Colorado,Naturita,13N,No,,No,"3/24/16 - BS moved fr WBID COSJDO03.  1/17/18 - BS moved fr 193844/4239212, per new coords from Barb."
DOW WR,CPW - WR (405),W CR 38,4169,NonActive,COGUUG18B,TOMICHI CREEK #1 - GUNNISON R to COCHETOPA CR,Tomichi Cr,,Chemical,,GU,,,,Tomichi Cr,SWNE,E8,Gunnison,Upper Gunnison,14020003,S Rockies Cool and Moist Forests of the Middle to,7638,Gunnison Tribs,-106.94045,38.52095,,,330839,4265402,Gunnison,Colorado,Gunnison,13N,Yes,,No,Aq. Index NULL
DOW WR,CPW - WR (405),Coller SWA,4170,NonActive,CORGRG04A,RIO GRANDE R #2 - MONTE VISTA to S FK RG R,Rio Grande,,Chemical,,RG,,40N,3E,Rio Grande,NWNW,F6,South Fork West,Rio Grande,13010001,S Rockies Low to Middle Elevation Semi-Desert Shru,8253,Rio Grande Tribs,-106.69069,37.70728,,,350968,4174683,Rio Grande,Colorado,South Fork,13N,Yes,,No,8/23/16 - BS moved fr obsolete WBID CORGRG04.
DOW WR,CPW - WR (405),Hwy 142,4171,NonActive,CORGRG12,RIO GRANDE R #1 - NM ST LINE to MONTE VISTA,Rio Grande,,Chemical,,RG,,,,Rio Grande,,B6,Mesito Reservoir,Rio Grande,13010002,NM AZ Shrublands,7471,Rio Grande Tribs,-105.73149,37.1833,,,435071,4115457,Conejos,Colorado,Manassa,13N,Yes,,No,
RiverWatch,Town of Palisade (301),Lookout Spring,4172,NonActive,COLCLC17A,"RAPID CREEK - COLO R #1, NE of Palisade",Lookout Spring,,Chemical,,CO,,11S,97W,Lookout Spring,SWNE,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,8161,Lower Colorado (Palisade to state line),-108.2399899,39.09114405,,,219773,4331890,Mesa,Colorado,Palisade,13N,No,,No,Aq. Index NULL
RiverWatch,Town of Palisade (301),RC-3,4173,NonActive,COLCLC17A,"UNNAMED TRIB TO RAPID CREEK - Rapid Cr, NE Palisade",Rapid Cr,,Chemical,,CO,,11S,97W,Rapid Cr,NWNW,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,7142,Lower Colorado (Palisade to state line),-108.2664,39.0964,,,217511,4332554,Mesa,Colorado,Palisade,13N,No,,No,2/26/14 - BS moved fr 4332560/217431 to put on water.
RiverWatch,Town of Palisade (301),Rapid Cr,4174,NonActive,COLCLC17A,"UNNAMED TRIB TO RAPID CREEK - Rapid Cr, NE Palisade",Rapid Cr,,Chemical,,CO,,11S,97W,Rapid Cr,SWSE,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,7083,Lower Colorado (Palisade to state line),-108.2593,39.1018,,,218141,4333130,Mesa,Colorado,Palisade,13N,No,,No,2/26/14 - BS moved fr 4333146/218159 to put on water.
RiverWatch,Town of Palisade (301),Palisade Point Pond,4175,NonActive,COLCLC17A,"UNNAMED TRIB TO RAPID CREEK - Rapid Cr, NE Palisade",Unnamed Trib ,,"Biological, Chemical, Physical",CR3647,CO,,11S,97W,Unnamed Trib ,NWNW,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,8054,Lower Colorado (Palisade to state line),-108.2480396,39.08267732,,,219043,4330975,Mesa,Colorado,Palisade,13N,No,,No,"No true watercode, in drainage between Palisade Res #1 and #3, about same elevation as #1. 3/4/14 - BS moved fr WC 65155.
Aq. Index > 200m"
RiverWatch,Town of Palisade (301),Upper Rapid Cr Spring,4176,NonActive,COLCLC17A,"RAPID CREEK - COLO R #1, NE of Palisade",Rapid Cr,,Chemical,,CO,,11S,97W,Rapid Cr,NESW,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,8466,Lower Colorado (Palisade to state line),-108.2363341,39.07920165,,,220042,4330553,Mesa,Colorado,Palisade,13N,No,,No,Aq. Index NULL
RiverWatch,Town of Palisade (301),RC 2,4177,NonActive,COLCLC17A,"UNNAMED TRIB TO RAPID CREEK - Rapid Cr, NE Palisade",Rapid Cr,,Chemical,,CO,,11S,97W,Rapid Cr,SWSW,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,7043,Lower Colorado (Palisade to state line),-108.266,39.0986,,,217554,4332802,Mesa,Colorado,Palisade,13N,No,,No,3/1/14 - Moved fr 4332867/217928 to put on water (could be other branch/trib???).
RiverWatch,Town of Palisade (301),Mike's Spring,4178,NonActive,COLCLC17A,"RAPID CREEK - COLO R #1, NE of Palisade",Mike's Spring,,Chemical,,CO,,11S,97W,Mike's Spring,SENE,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,8144,Lower Colorado (Palisade to state line),-108.2340484,39.10353336,,,220336,4333247,Mesa,Colorado,Palisade,13N,No,,No,
RiverWatch,Town of Palisade (301),Iris Spring,4179,NonActive,COLCLC13A,"SINK CREEK - COLO R #1, SW of Palisade",Sink Cr,,Chemical,,CO,,11S,97W,Sink Cr,SENW,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,8918,Lower Colorado (Palisade to state line),-108.2579745,39.04565527,,,218036,4326896,Mesa,Colorado,Palisade,13N,No,,No,3/3/14 - BS moved fr WBID COLCLC17A.
RiverWatch,Town of Palisade (301),Lower Oak Spring 3,4180,NonActive,COLCLC17A,"UNNAMED TRIB TO RAPID CREEK - Rapid Cr, NE Palisade",Lower Oak Spring,,Chemical,,CO,,11S,97W,Lower Oak Spring,SWSW,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,7254,Lower Colorado (Palisade to state line),-108.2473286,39.11351426,,,219227,4334396,Mesa,Colorado,Palisade,13N,No,,No,
RiverWatch,John Wertz (377),Salt Cr Abv DO,4181,NonActive,COGULD03C,"SALT CREEK - DOLORES R #1, S of Gateway",Salt Cr,,Sandy Substrate,,DO,,50N,18W,Salt Cr,SWSW,F8,Gateway,Dolores,14030002,CO Plateaus Wooded Uplands,4681,Dolores,-108.92,38.5622,,,158420,4275482,Mesa,Colorado,Gateway,13N,No,,No,6/25/14 - Added by BS to move data fr Stn 3263 for JW.  3/24/16 - BS moved fr WBID COSJDO05A.
RiverWatch,Crestone Charter School (280),N Crestone Cr CG,4185,NonActive,CORGCB11,"CRESTONE CR, NORTH - SAN LUIS CR, thru Crestone",N Crestone Cr,,Biological,,RG,,44N,12E,N Crestone Cr,SESW,A6,Rito Alto Peak,Closed Basin San Luis Valley,13010003,S Rockies Warm and Dry Forests of the Middle to Lo,8253,Rio Grande Tribs,-105.6952,38.0121,,,438970,4207387,Saguache,Colorado,Crestone,13N,Yes,,No,"38.01215, 105.69523 Nad 84.  8/18/16 -  BS moved fr WBID CORGCB14."
RiverWatch,Crestone Charter School (280),ROCK (Regional Outdoor Center for Knowledge),4186,NonActive,CORGCB12A,"JACKS CREEK - SAGUACHE CR #1, E/North Pass",Jacks Cr,,"Chemical, Physical",,RG,,,,Jacks Cr,,B3,Lake Mountain NE,Closed Basin San Luis Valley,13010004,S Rockies Low to Middle Elevation Semi-Desert Shru,8164,Rio Grande Tribs,-106.3163,38.17522,,,384706,4226075,Saguache,Colorado,Saguache,13N,No,,No,
RiverWatch,Crestone Charter School (280),Abv Development,4187,NonActive,CORGCB03,"SPANISH CREEK - SAN LUIS CR, S of Crestone",Spanish Cr,,"Chemical, Physical",,RG,,,,Spanish Cr,,H6,Crestone,Closed Basin San Luis Valley,13010003,S Rockies Low to Middle Elevation Semi-Desert Shru,8540,Rio Grande Tribs,-105.6564,37.9528,,,442335,4200780,Saguache,Colorado,Crestone,13N,Yes,,No,8/18/16 - BS moved fr WBID CORGCB04.
RiverWatch,Crestone Charter School (280),Blw Devolpment,4188,NonActive,CORGCB03,"SPANISH CREEK - SAN LUIS CR, S of Crestone",Spanish Cr,,"Chemical, Physical",,RG,,,,Spanish Cr,,H6,Crestone,Closed Basin San Luis Valley,13010003,S Rockies Low to Middle Elevation Semi-Desert Shru,7900,Rio Grande Tribs,-105.7278,37.9326,,,436040,4198590,Saguache,Colorado,Crestone,13N,No,,No,8/18/16 - BS moved fr WBID CORGCB04.
RiverWatch,CPW (0),Mary Murphy Drain,4190,NonActive,COARUA12A,"CHALK CREEK - ARKANSAS R #9A, W of Nathrop",Mary Murphy Drain,,Chemical,,AK,,,,Mary Murphy Drain,,F3,Saint Elmo,Upper Arkansas,11020001,S Rockies Warm and Dry Forests of the Middle to Lo,10980,Upper Arkansas (Source to Pueblo Res),-106.367275,38.65140031,,,381024,4278980,Chaffee,Colorado,Nathrop,13N,No,,No,
Chalk Cr,CPW (0),At Mary Murphy Mine,4191,NonActive,COARUA12A,"CHALK CREEK - ARKANSAS R #9A, W of Nathrop",Chalk Cr,,Biological,,AK,,51N,5E,Chalk Cr,NENE,F3,Saint Elmo,Upper Arkansas,11020001,S Rockies Warm and Dry Forests of the Middle to Lo,10782,Upper Arkansas (Source to Pueblo Res),-106.3720861,38.65059603,,,380604,4278897,Chaffee,Colorado,Nathrop,13N,No,,No,
Chalk Cr,CPW (0),Abv Conf Chalk Cr,4192,NonActive,COARUA12A,"CHALK CREEK - ARKANSAS R #9A, W of Nathrop",N Fk Chalk Cr,,"Biological, Chemical, Physical",AR3569,AK,,,78W,N Fk Chalk Cr,SWNW,F1,Nathrop,Upper Arkansas,11020001,S Rockies Warm and Dry Forests of the Middle to Lo,7700,Upper Arkansas (Source to Pueblo Res),-106.076267,38.74089618,,,406464,4288574,Chaffee,Colorado,Nathrop,13N,No,,No,Aq. Index > 200m
,CPW (0),St Elmo,4193,NonActive,COARUA12A,"CHALK CREEK - ARKANSAS R #9A, W of Nathrop",Chalk Cr,,"Biological, Chemical, Physical",,AK,,15S,80W,Chalk Cr,NWSW,F3,Saint Elmo,Upper Arkansas,11020001,S Rockies Warm and Dry Forests of the Middle to Lo,10012,Upper Arkansas (Source to Pueblo Res),-106.3447775,38.70499906,,,383069,4284899,Chaffee,Colorado,Nathrop,13N,No,,No,Aq. Index NULL
Chalk Cr,CPW (0),Below Alpine Lake,4194,NonActive,COARUA12A,"CHALK CREEK - ARKANSAS R #9A, W of Nathrop",Chalk Cr,,"Biological, Chemical, Physical",,AK,,,,Chalk Cr,,F3,Saint Elmo,Upper Arkansas,11020001,S Rockies Warm and Dry Forests of the Middle to Lo,9388,Upper Arkansas (Source to Pueblo Res),-106.2888739,38.71069307,,,387939,4285461,Chaffee,Colorado,Nathrop,13N,No,,No,
Chalk Cr,CPW (0),Chalk Lake CG,4195,NonActive,COARUA12A,CHALK CREEK LAKE - SW of Mt Princeton Hot Spgs,Chalk Cr,,"Biological, Chemical, Physical",,AK,,15S,79W,Chalk Cr,SESE,F2,Mount Antero,Upper Arkansas,11020001,S Rockies High Elevation Tundra,8826,Upper Arkansas (Source to Pueblo Res),-106.2392,38.7117,,,392257,4285514,Chaffee,Colorado,Nathrop,13N,No,,No,6/22/16 - BS moved fr 392143/4285759 to put on water.
Chalk Cr,CPW (0),CR 290,4196,NonActive,COARUA12A,"CHALK CREEK - ARKANSAS R #9A, W of Nathrop",Chalk Cr,,"Biological, Chemical, Physical",,AK,,,,Chalk Cr,NWSE,F2,Mount Antero,Upper Arkansas,11020001,S Rockies Warm and Dry Forests of the Middle to Lo,8100,Upper Arkansas (Source to Pueblo Res),-106.1591788,38.73369627,,,399248,4287863,Chaffee,Colorado,Nathrop,13N,No,,No,
Chalk Cr,CPW (0),Below Hatchery,4197,NonActive,COARUA12A,"CHALK CREEK - ARKANSAS R #9A, W of Nathrop",Chalk Cr,,"Biological, Chemical, Physical",AR2635,AK,,,,Chalk Cr,NWSE,F2,Mount Antero,Upper Arkansas,11020001,S Rockies Warm and Dry Forests of the Middle to Lo,7840,Upper Arkansas (Source to Pueblo Res),-106.1241696,38.74839332,,,402311,4289456,Chaffee,Colorado,Nathrop,13N,No,,No,Aq. Index > 200m
2015 USFS,West Denver Trout Unlimited (382),BG-18,4200,NonActive,COSPUS02A,"BUCKSKIN CREEK - MID FK SP R #2, W of Alma",Buckskin Cr,,"Biological, Chemical, Physical",SP7827,SP,,9S,78W,Buckskin Cr,SESE,C1,Alma,Middle South Platte,10190001,S Rockies Cool and Moist Forests of the Middle to,10752,Upper Middle S Platte (Waterton Cyn thru Denver),-106.09132,39.29091,,,405887.73,4349627.6,Park,Colorado,Alma,13N,No,,No,"2015 US Forest Service.  1/22/16 - BS completed metadata.
Aq. Index > 200m"
DOW WR,CPW - WR (405),Abv Conf N Fk Republican,4201,NonActive,COSPRE03,CHIEF CREEK #1 - REPUB R to HATCHERY DIVER DAM,Chief Cr,,Sandy Substrate,RE0182,SP,,1N,44W,Chief Cr,SWNE,A3,Robb,Republican,10250002,W High Plains Rolling Sand Plains,3455,Republican and Arikaree,-102.2578672,40.08049214,,,733808,4440295,Yuma,Colorado,Wray,13N,No,,No,"6/3 - BS chg'd WBID from COSPRE04.
Aq. Index > 200m"
DOW,CPW - WR (405),Grizzly Cr,4203,NonActive,COLCLY18,"GRIZZLY CREEK - SLATER CR, LITTLE SNAKE R",Grizzly Cr,,"Biological, Chemical, Physical",YP0778,GR,,10N,88W,Grizzly Cr,SWNW,G3,Buck Point,Yampa,14050003,S Rockies Warm and Dry Forests of the Middle to Lo,8600,Yampa and White,-107.2195126,40.7976685,,,312759,4518667,Routt,Colorado,Craig,13N,No,,No,Aq. Index > 200m
DOW WR,CPW - WR (405),S Fk Slater Cr,4204,NonActive,COLCLY18,"SLATER CREEK, S FK - SLATER CR, LITTLE SNAKE R",S Fk Slater Cr,,Biological,YP2329,GR,,10N,88W,S Fk Slater Cr,SWSE,G3,Buck Point,Yampa,14050003,S Rockies Warm and Dry Forests of the Middle to Lo,8660,Yampa and White,-107.2894158,40.80786766,,,306891,4519951,Routt,Colorado,Craig,13N,No,,No,
DOW WR,CPW - WR (405),Moeller Cr,4205,NonActive,COLCWH04A,"MOELLER CREEK - FAWN CR, N FK WHITE R",Moeller Cr,,"Biological, Chemical, Physical",WR0853,GR,,1N,90W,Moeller Cr,NESE,A5,Fawn Creek,White,14050005,S Rockies Warm and Dry Forests of the Middle to Lo,7520,Yampa and White,-107.5273163,40.04768214,,,284407,4436110,Rio Blanco,Colorado,Meeker,13N,No,,No,
DOW WR,CPW - WR (405),Fawn Cr,4206,NonActive,COLCWH04A,"FAWN CREEK - N FK WHITE R, NE of Buford",Fawn Cr,,"Biological, Chemical, Physical",WR0642,GR,,1N,90W,Fawn Cr,NWSE,A5,Fawn Creek,White,14050005,S Rockies Warm and Dry Forests of the Middle to Lo,7330,Yampa and White,-107.5315208,40.04347354,,,284035,4435653,Rio Blanco,Colorado,Meeker,13N,No,,No,Aq. Index > 200m
DOW WR,CPW - WR (405),Below Res,4207,NonActive,COARMA11A,HUERFANO R #3 - S FK HUERFANO R to LILY LK,Huerfano,,Sandy Substrate,AR0875,AK,,28S,72W,Huerfano,SWNW,F4,Mosca Pass,Middle Arkansas,11020006,S Rockies Cool and Moist Forests of the Middle to,10110,Middle Arkansas (Pueblo Res to Fowler),-105.4702703,37.64110432,,,458511,4166100,Huerfano,Colorado,Sharpsdale,13N,No,,No,"6/16/16 - BS moved fr obsolete WBID COARMA11.
Aq. Index > 200m"
DOW WR,CPW - WR (405),580 Rd,4208,NonActive,COARMA11A,HUERFANO R #2 - FARASITA to S HUERFANO R,Huerfano,,Sandy Substrate,,AK,,27S,72W,Huerfano,SENE,F3,Mosca Pass,Middle Arkansas,11020006,S Rockies Warm and Dry Forests of the Middle to Lo,8840,Middle Arkansas (Pueblo Res to Fowler),-105.4019624,37.68440463,,,464558,4170876,Huerfano,Colorado,Sharpsdale,13N,No,,No,6/16/16 - BS moved fr obsolete WBID COARMA11.
DOW WR,CPW - WR (405),Middle Rifle Cr,4210,NonActive,COLCLC09a,"RIFLE CREEK, MIDDLE - W RIFLE CR, N of Rifle Gap Res",Middle Rifle Cr,,Biological,CR0167,CO,,4S,93W,Middle Rifle Cr,NWSE,F7,Horse Mountain,Lower Colorado,14010005,CO Plateaus Desert Shrublands,6345,Middle Colorado (Eagle R conf to Palisade),-107.7842172,39.67307883,,,261193,4395179,Garfield,Colorado,Rifle,13N,No,,No,"2/14/14 - BS chg'd WBID from COLCLC10.

Aq. Index > 200m"
DOW WR,CPW - WR (405),Abv Wray Ditch,4211,NonActive,COSPRE03,"REPUBLICAN R, N FK #2 - CHIEF CR to HDWTRS",N Fk Republican,,Sandy Substrate,RE0003,SP,,1N,44W,N Fk Republican,NWNW,A3,Robb,Republican,10250002,W High Plains Rolling Sand Plains,3570,Republican and Arikaree,-102.2631713,40.0727898,,,733382,4439426,Yuma,Colorado,Wray,13N,No,,No,6/3/13 - BS chg'd WBID from COSPRE04.
DOW WR,CPW - WR (405),Abv Conf Chief Cr,4212,NonActive,COSPRE03,"REPUBLICAN R, N FK #2 - CHIEF CR to HDWTRS",N Fk Republican,,Sandy Substrate,,SP,,1N,44W,N Fk Republican,SWNE,A3,Robb,Republican,10250002,WY Basin Semiarid to Arid Shrublands,3550,Republican and Arikaree,-102.257474,40.07918569,,,733846,4440151,Yuma,Colorado,Wray,13N,No,,No,"6/3/13 - BS moved WBID from COSPRE04.
Aq. Index NULL"
Howard Fork Restoration,San Miguel Watershed Coalition (126),Gamebird Adit,4214,NonActive,COGUSM07,"WATERFALL CREEK - HOWARDS FK SAN MIGUEL, S/Ophir",Waterfall Cr,"From Telluride head to Ophir, past Ophir find Waterfall Canyon Rd, hike up that road to end of road, mine ruins, sample adit","Chemical, Physical",,DO,,41N,9W,Waterfall Cr,SWNE,G7,Ophir,San Miguel,14030003,S Rockies High Elevation Tundra,10120,San Miguel Dolores Tribs,-107.83,37.8432,,,250976,4192198,San Miguel,Colorado,Ophir,13N,No,,No,
RiverWatch,San Miguel Watershed Coalition (126),Werner Spring,4215,Active,COGUSM07,"SPRING GULCH - HOWARDS FK SAN MIGUEL, E/Ophir",Spring G,Ophir DW source,Chemical,DO1311,DO,,42N,9W,Spring G,NWNE,G7,Ophir,San Miguel,14030003,S Rockies Cool and Moist Forests of the Middle to,11042,San Miguel,-107.8330405,37.86527722,,,250787,4194651,San Miguel,Colorado,Ophir,13N,No,,No,"Chapman G runs into Howards Fork, Ophir DW spring.  2/19/16 -  BS completed metadata.

Aq. Index > 200m"
DOW WR,CPW - WR (405),Ismay Trading Post,4216,NonActive,COSJLP07B,"McELMO CREEK - into Utah, SAN JUAN R",McElmo Cr,"From Hwy 160 in Cortez, head W on Rd G for 25 mi, turn S through BLM Gate an dacrsso from phone Jct Box #804, go 0.2 mi to creek sample site is just abv crossing",Sandy Substrate,SJ1021,SJ,,,,McElmo Cr,NWSW,C8,Bowdish Canyon,"La Plata, Mancos, McElmo, Lower San Juan",14080202,CO Plateaus Saltdeserts,5988,San Juan,-109.0350675,37.32488991,,,142430,4138556,Montezuma,Colorado,Cortez,13N,No,,No,On Ute Mtn Ute Reservation
DOW WR,Dolores River Boating Advocates (396),Bradfield Bridge,4217,Active,COSJDO04A,DOLORES RIVER #3B - BRADFIELD BRIDGE to McPHEE RES,Dolores,,"Biological, Chemical, Physical",DO0902,DO,,,,Dolores,NESE,F6,Doe Canyon,Dolores,14030002,CO Plateaus Wooded Uplands,6160,San Miguel Dolores Tribs,-108.6828525,37.62858721,,,174974,4170990,Montezuma,Colorado,Dove Cr,13N,No,,No,Aq. index > 200m
DOW Lori Martin Water Project,CPW Martin (460),Below Falls,4218,NonActive,COLCLC11A,"PARACHUTE CR, W FK - COLO R #2, NW of Parachute",W Fk Parachute Cr,"Immediately downstream of falls, DOW site #1, on private on land","Biological, Chemical, Physical",CR2656,CO,,5S,96W,W Fk Parachute Cr,SWSE,F2,Cutoff Gulch,Lower Colorado,14010005,CO Plateaus Wooded Uplands,6680,Middle Colorado (Eagle R conf to Palisade),-108.1553,39.6254,,,229169.5,4390940.35,Garfield,Colorado,Rifle,13N,No,,No,"Written description not provided
Aq. Index > 200m"
DOW Lori Martin Water Project,CPW Martin (460),Yellowjacket Cr,4219,NonActive,COLCLC08,"YELLOW JACKET CREEK - NORTHWATER CR,E MID FK PARACHU",Yellowjacket Cr,,"Biological, Chemical, Physical",CR5468,CO,,5S,94W,Yellowjacket Cr,NWNW,E1,Forked Gulch,Lower Colorado,14010005,CO Plateaus Desert Shrublands,8201,Middle Colorado (Eagle R conf to Palisade),-107.9732,39.6066,,,244738,4388315,Garfield,Colorado,Rifle,13N,No,,No,"2/13/14 - BS moved fr 4388303.49/39.6064 to put on water.
Aq. index > 200m"
DOW Lori Martin Water Project,CPW Martin (460),Need Name,4220,NonActive,COLCLC11A,"PARACHUTE CR, W FK - COLO R #2, NW of Parachute",W Fk Parachute Cr,"Downstream, on private land, of Red Gulch","Biological, Chemical, Physical",,CO,,5S,96W,W Fk Parachute Cr,NENE,E2,Circle Dot Gulch,Lower Colorado,14010005,CO Plateaus Wooded Uplands,5964,Middle Colorado (Eagle R conf to Palisade),-108.1299,39.5893,,,231216,4386854,Garfield,Colorado,Parachute,13N,No,,No,"Zone 12 x=747426, y=4385663; 2.13.14 - moved fr 4386342.2/232129.18 to match desc."
DOW Lori Martin Water Project,CPW Martin (460),At Lower Exclosure,4221,NonActive,COLCLC08,"TRAPPER CREEK - E MID FK PARCHTE CR, NW/Rifle",Trapper Cr,Not provided,"Biological, Chemical, Physical",CR3637,CO,,5S,94W,Trapper Cr,NENW,F8,Rio Blanco,Lower Colorado,14010005,CO Plateaus Desert Shrublands,7989,Middle Colorado (Eagle R conf to Palisade),-107.9835,39.6322,,,243943,4391194,Garfield,Colorado,Rifle,13N,No,,No,"Lori M station 2007; 2/13/14 - BS moved fr 
4390989.22/244007.62 to put on water.
Aq. Index > 200m"
DOW Lori Martin Water Project,CPW Martin (460),Abv conf Trapper Cr,4222,NonActive,COLCLC08,"NORTH WATER CREEK - E MID FK PARCHTE CR, NW/Rifle",Northwater Cr,Not provided,"Biological, Chemical, Physical",CR5387,CO,,,,Northwater Cr,SWSW,E1,Forked Gulch,Lower Colorado,14010005,CO Plateaus Desert Shrublands,7724,Middle Colorado (Eagle R conf to Palisade),-108.012373,39.619566,,,241421,4389871,Garfield,Colorado,Rifle,13N,No,,No,"Lori Martin station
Aq. index > 200m"
DOW Lori Martin Water Project,CPW Martin (460),Blw conf Trapper Cr,4223,NonActive,COLCLC11A,"PARACHUTE CR, MID FK, E - MID FK PARCHTE CR, NW of Rifle",E M Fk Parachute,Not provided,"Biological, Chemical, Physical",CR3268,CO,,5S,95W,E M Fk Parachute,SWSW,E1,Forked Gulch,Lower Colorado,14010005,CO Plateaus Desert Shrublands,7681,Middle Colorado (Eagle R conf to Palisade),-108.01226,39.62229,,,241441,4390173,Garfield,Colorado,Rifle,13N,No,,No,"AQ Index >400 Feet
Lori Martin station 2007. 2/14/14 - BS chg'd WBID from COLCLC11D."
